X2;Abies;Acer campestre-type;Alnus;Artemisia;Betula;Buxus;Campanulaceae;Carpinus;Caryophyllaceae (periporate excl. Paronychioideae);Centaurea;Chenopodiaceae/Amaranthaceae;Corylus;Cyperaceae;Euhedra distachya-type;Ericaceae;Euphorbiaceae;Fagus;Filipendula;Fraxinus;Poaceae;Hedera;Helianthemum;Ilex;Juniperus;Picea;Pinus;Plantaginaceae;Polygonum;Populus;Quercus;Ranunculus acris-type;Rosaceae;Rubiaceae;Salix;Saxifragaceae;Taxus;Thalictrum;Tilia;Trifolium-type;Ulmus;Varia;Hippophae rhamnoides;Rumex;Apiaceae;Brassicaceae
25453.2705305521;0;0;0,006;0,013;0,038;0;0;0;0,051;0;0,006;0;0,414;0;0;0;0;0;0;0,359;0;0,006;0;0,013;0,006;0,269;0;0;0;0;0,294;0;0;0;0;0;0,154;0;0;0;0,033;0;0;0;0,058
25672.2709896101;0;0;0;0;0,076;0;0;0;0,095;0,006;0,006;0;0,35;0,019;0;0;0;0;0;0,304;0;0,006;0;0;0,013;0,335;0;0;0;0;0,269;0;0;0,006;0;0;0,063;0;0;0;0,016;0;0;0;0,032
25891.2714486681;0;0;0;0,006;0,067;0;0;0;0,101;0;0;0;0,248;0,017;0;0;0;0;0;0,207;0;0;0;0;0,014;0,394;0;0,006;0;0;0,281;0;0;0;0;0;0,061;0;0;0;0;0;0;0;0,067
26000.771678197;0;0;0;0,035;0,06;0;0;0;0,065;0;0;0;0,31;0,005;0;0;0;0,015;0;0,255;0;0,01;0;0,005;0,008;0,373;0;0,005;0;0;0,234;0;0;0;0;0;0,07;0;0;0;0,017;0;0,005;0;0,04
26110.271907726;0,007;0;0;0,026;0,033;0;0;0;0,02;0,007;0;0;0,453;0;0;0;0;0;0;0,49;0;0;0;0;0,01;0,215;0,007;0;0;0;0,23;0,007;0;0;0;0;0,113;0;0;0;0,021;0;0;0;0,046
26219.772137255;0;0;0,005;0,025;0,049;0;0,005;0;0,074;0;0,01;0;0,251;0;0;0;0;0,01;0;0,272;0;0,01;0;0,01;0,025;0,264;0;0,005;0;0;0,275;0;0;0,005;0;0;0,094;0;0;0;0,017;0;0;0,01;0,079
26329.272366784;0;0;0;0,022;0,072;0;0;0;0,044;0;0;0;0,32;0;0;0;0;0,011;0;0,205;0;0,006;0;0;0,011;0,452;0,006;0,011;0;0;0,237;0;0;0;0;0;0,105;0;0;0;0,015;0;0;0;0,033
26438.772596313;0;0;0;0,065;0,077;0;0;0;0,065;0;0,012;0;0,347;0;0;0;0;0,012;0;0,26;0;0,006;0;0;0,015;0,301;0;0,018;0;0;0,31;0;0;0,006;0;0;0,118;0;0;0;0,009;0;0;0,006;0,029
26548.272825842;0;0;0;0,006;0,052;0;0,006;0;0,098;0;0,006;0;0,304;0;0;0;0;0;0;0,293;0;0,011;0;0,006;0,014;0,307;0;0,017;0;0;0,281;0;0;0;0;0;0,075;0;0;0;0,006;0,006;0;0;0,052
26657.773055371;0;0;0;0,034;0,087;0;0,007;0;0,04;0;0;0;0,468;0,007;0;0;0;0,007;0;0,349;0;0,007;0;0;0,03;0,205;0;0;0;0;0,284;0;0,007;0;0;0;0,081;0;0;0;0;0;0;0,007;0,074
26767.2732849;0;0;0,02;0,047;0,08;0;0;0;0,02;0;0;0,007;0,46;0;0;0;0;0;0;0,478;0;0,013;0;0;0,017;0,093;0;0;0;0;0,226;0,027;0;0;0,013;0;0,08;0;0;0;0,018;0;0,007;0,007;0,027
26986.273743958;0;0;0;0,027;0,046;0;0;0;0,064;0;0,009;0;0,584;0,009;0;0;0;0;0;0,447;0;0;0;0;0,018;0,196;0,009;0,018;0;0;0,35;0;0;0,018;0;0;0,037;0;0;0;0,015;0;0;0,009;0,046
27095.773973487;0;0;0;0,016;0,072;0;0,008;0;0,064;0;0;0;0,567;0;0;0;0;0,008;0;0,273;0;0,032;0;0;0,072;0,285;0,008;0,008;0;0;0,278;0;0;0,016;0;0;0,056;0;0;0;0;0;0;0,008;0,032
27205.2742030161;0;0;0;0,016;0,098;0;0;0;0,033;0;0;0;0,572;0,025;0;0;0;0,016;0;0,27;0;0,008;0;0;0,041;0,32;0,008;0,008;0;0;0,371;0;0;0,008;0;0;0,09;0;0;0;0,017;0;0;0,008;0,008
27314.774432545;0;0;0,008;0,039;0,117;0;0;0;0,062;0;0;0;0,594;0,008;0;0;0;0,008;0;0,358;0;0,008;0;0,016;0,031;0,175;0;0;0;0;0,237;0;0,008;0,008;0,008;0;0,031;0;0;0;0,011;0;0;0,008;0,054
27424.274662074;0;0;0;0,02;0,111;0;0;0;0,04;0;0;0,01;0,635;0;0;0;0;0;0;0,523;0;0,01;0;0;0,04;0,055;0;0;0;0;0,368;0,03;0,01;0,01;0;0;0,07;0;0;0;0,009;0;0,01;0,01;0,01
27643.275121132;0;0;0;0,008;0,051;0;0;0;0,025;0,008;0,008;0;0,673;0;0;0;0;0;0;0,551;0;0,034;0;0;0,042;0,153;0;0;0;0;0,208;0;0;0;0;0;0,068;0;0;0;0,003;0;0,008;0;0,008
27752.775350661;0;0;0;0,069;0,079;0;0;0;0,03;0;0,01;0,01;0,698;0,01;0;0;0;0,03;0;0,365;0;0,039;0;0;0,03;0,094;0;0;0;0;0,326;0;0,01;0;0;0;0,059;0;0;0;0,008;0;0;0;0,049
27862.27558019;0;0;0;0;0,08;0;0;0;0,07;0;0,02;0;0,651;0;0;0;0;0;0;0,402;0;0;0;0;0,03;0,276;0;0;0;0;0,36;0;0;0;0;0;0,03;0;0;0;0,006;0;0;0;0,02
27971.775809719;0;0;0;0,048;0,156;0;0;0;0,036;0;0,012;0;0,648;0;0;0;0;0,048;0;0,347;0;0,012;0;0,024;0,018;0,048;0;0;0;0;0,476;0;0;0,012;0;0;0,096;0;0;0;0,006;0;0;0,024;0,06
28081.276039248;0;0;0;0,067;0,176;0;0;0,008;0;0;0,008;0,017;0,491;0;0;0;0;0;0;0,353;0;0,017;0;0;0,017;0,084;0,017;0;0;0;0,454;0,025;0;0;0;0;0,092;0;0;0;0,018;0;0,017;0,008;0,042
28190.776268777;0;0;0,01;0;0,237;0;0;0;0,021;0;0,01;0;0,575;0;0;0;0;0,021;0;0,258;0;0,041;0;0;0,077;0,139;0;0;0;0;0,538;0;0;0,021;0;0;0,093;0;0;0;0,003;0;0,01;0;0,031
28300.276498306;0;0;0,009;0,018;0,062;0;0,009;0;0,009;0;0;0;0,61;0;0;0;0;0;0;0,489;0;0,009;0;0;0,084;0,169;0,018;0;0;0;0,453;0;0;0,018;0;0;0,036;0;0;0;0,01;0;0;0;0,036
28409.776727835;0;0;0;0,104;0,189;0;0;0;0,057;0;0,009;0;0,541;0;0;0;0;0,038;0;0,245;0;0;0;0;0,042;0,156;0;0,009;0;0;0,5;0;0;0,009;0;0;0,066;0;0;0;0,006;0;0,009;0,009;0,038
28519.276957364;0;0;0;0,031;0,184;0;0;0;0,015;0;0,008;0;0,54;0;0;0;0;0,008;0;0,368;0;0,008;0;0;0,073;0,176;0,015;0,008;0;0;0,487;0;0;0;0;0;0,046;0;0;0;0,002;0;0,008;0;0,023
28628.777186893;0;0;0,01;0,073;0,219;0;0,01;0;0,031;0;0,042;0,01;0,562;0;0;0;0;0,052;0;0,177;0;0,01;0;0;0,047;0,099;0;0;0;0;0,547;0;0;0,031;0;0;0,063;0;0;0;0,006;0;0;0,01;0,042
28738.277416422;0;0;0;0,075;0,112;0;0;0;0;0;0;0,025;0,59;0,012;0;0;0;0;0;0,46;0;0,037;0;0;0,019;0,05;0,012;0;0;0;0,596;0,037;0;0;0;0;0,025;0;0;0;0;0;0,05;0,012;0,037
28847.777645951;0;0;0;0,117;0,127;0;0;0;0,039;0;0,029;0;0,513;0;0,01;0;0;0,039;0;0,273;0;0,01;0;0,01;0,034;0,127;0,01;0,01;0;0;0,489;0;0;0,01;0;0;0,068;0;0;0;0,022;0;0;0,01;0,01
29066.778105009;0;0;0,012;0,06;0,144;0;0;0;0,012;0;0;0,012;0,676;0;0;0;0;0,012;0;0,431;0;0;0;0;0,03;0,144;0,036;0;0;0;0,486;0;0;0,012;0;0;0,072;0;0;0;0,012;0;0;0;0
29176.278334538;0;0;0;0,037;0,101;0;0;0;0,009;0;0;0;0,632;0;0;0;0;0,018;0;0,516;0;0;0;0,018;0,018;0,069;0,009;0;0;0;0,249;0;0,018;0,018;0;0;0,101;0;0;0;0,006;0;0;0;0,046
29285.778564067;0;0;0,012;0,035;0,105;0;0;0;0,023;0;0;0,012;0,632;0;0;0;0;0,012;0;0,351;0;0,023;0;0;0,035;0,111;0,012;0,012;0;0;0,51;0;0;0,023;0;0;0,117;0;0;0;0,009;0;0;0;0,035
29450.0289083605;0;0;0;0,046;0,092;0;0;0;0,046;0;0,007;0;0,604;0;0;0;0;0,033;0;0,281;0;0;0;0,007;0,023;0,154;0;0,013;0;0;0,326;0;0,007;0,039;0;0;0,085;0;0;0;0,009;0;0;0,007;0,092
29614.279252654;0;0;0;0,073;0,104;0;0;0;0,041;0;0;0,01;0,588;0;0;0;0;0,01;0;0,363;0;0,01;0;0;0,021;0,13;0,021;0,01;0;0;0,45;0;0,01;0,01;0;0;0,073;0;0;0;0;0;0;0,01;0,031
29723.779482183;0;0;0;0,081;0,081;0;0;0;0,061;0;0,02;0;0,714;0;0;0;0;0,061;0;0,355;0;0,01;0;0,02;0,03;0,096;0;0;0;0;0,323;0;0;0;0;0;0,041;0;0;0;0,005;0;0;0,01;0,051
29997.5300560056;0;0;0;0,021;0,082;0;0;0;0,055;0;0,021;0,007;0,673;0;0;0;0;0,014;0;0,432;0;0;0;0;0,014;0,137;0;0;0;0;0,24;0;0,014;0;0;0;0,062;0;0;0;0,006;0;0;0;0,075
30161.780400299;0;0;0;0,047;0,14;0;0;0;0;0;0,012;0;0,587;0;0;0;0;0;0;0,36;0;0,012;0;0,012;0,041;0,157;0;0;0;0;0,533;0;0;0;0;0;0,081;0;0;0;0;0;0;0,012;0,07
30271.280629828;0;0;0;0,01;0,102;0;0;0;0,041;0;0;0,02;0,59;0;0;0;0;0,051;0;0,325;0;0,01;0;0,01;0,061;0,127;0;0,01;0;0;0,477;0;0;0,03;0;0;0,061;0;0;0;0,009;0;0,01;0;0,071
30380.780859357;0;0;0;0,029;0,254;0;0;0,02;0;0;0,02;0;0,491;0;0;0;0;0;0;0,38;0;0,01;0;0,01;0,024;0,059;0;0;0;0;0,504;0,01;0;0;0;0;0,068;0;0;0;0,029;0,01;0,039;0;0,049
30490.281088886;0;0;0;0,052;0,2;0;0,009;0;0;0;0,009;0;0,527;0;0;0;0;0,035;0;0,348;0;0,009;0;0,017;0,039;0,083;0,009;0,009;0;0;0,491;0;0;0,009;0;0;0,035;0;0;0;0,011;0,009;0,009;0,017;0,052
30599.781318415;0;0;0;0,04;0,119;0;0;0;0,02;0;0,02;0;0,519;0;0;0;0;0;0;0,436;0;0,02;0;0;0,035;0,173;0;0;0;0;0,517;0,01;0;0,01;0;0;0;0;0;0,02;0,009;0;0;0;0,01
30818.781777473;0;0;0;0,01;0,147;0;0;0;0,02;0;0,01;0;0,553;0;0;0;0;0;0;0,353;0;0;0;0;0,074;0,152;0;0;0;0;0,505;0,02;0;0;0;0;0,078;0;0;0;0,006;0;0;0;0,078
30928.282007002;0;0;0;0,075;0,167;0;0;0;0,033;0;0;0,008;0,5;0;0;0;0;0,033;0;0,192;0;0,017;0;0;0,025;0,142;0;0,017;0;0;0,508;0;0,008;0;0;0;0,142;0;0;0;0,008;0;0,025;0,025;0,058
31037.782236531;0;0;0;0,041;0,173;0;0;0,008;0,025;0;0;0,016;0,444;0;0;0;0;0,008;0;0,403;0;0,016;0;0,016;0,008;0,037;0;0;0;0,008;0,48;0,058;0;0,016;0;0;0,074;0;0;0;0,018;0;0,058;0,008;0,025
31147.28246606;0;0;0,019;0,047;0,187;0;0;0;0,019;0;0,019;0,009;0,549;0;0;0;0;0,037;0;0,215;0;0;0;0;0,089;0,136;0;0;0;0;0,535;0;0,009;0;0;0;0,112;0;0;0;0,008;0,009;0,009;0;0,019
31256.782695589;0;0;0;0,011;0,057;0;0;0;0,034;0;0,011;0;0,64;0,011;0;0;0;0;0;0,437;0;0,034;0;0;0,098;0,109;0,011;0;0;0;0,576;0;0;0,023;0;0;0,046;0;0;0;0,011;0;0;0;0,034
31475.783154647;0,011;0;0;0,043;0,097;0;0;0;0,022;0;0;0;0,557;0;0;0;0;0,032;0;0,355;0;0;0;0,022;0,043;0,215;0,043;0;0;0;0,516;0;0;0;0;0;0,032;0;0;0;0,013;0;0;0,011;0,032
31530.5332694115;0;0;0;0,021;0,064;0;0;0;0,011;0;0,011;0,011;0,548;0;0;0;0;0,011;0;0,404;0;0;0;0;0,138;0,117;0,011;0,021;0;0;0,513;0;0;0,011;0;0;0,074;0;0;0;0,006;0;0;0;0,053
31585.283384176;0;0;0;0,073;0,155;0;0;0;0;0;0,064;0;0,491;0;0;0;0;0,018;0;0,2;0;0,045;0;0,018;0;0,155;0,009;0,018;0;0;0,59;0;0;0,027;0;0;0,091;0;0;0;0,011;0;0;0,018;0,018
31640.0334989405;0;0;0;0,093;0,102;0;0;0;0,017;0;0,008;0,008;0,593;0,008;0;0;0;0;0;0,331;0;0,025;0;0;0,038;0,123;0;0,008;0;0;0,496;0;0;0,025;0;0;0,102;0;0;0;0,012;0;0;0,025;0,051
31694.783613705;0;0;0;0,008;0,167;0;0;0,008;0,017;0;0;0,008;0,482;0;0;0;0;0;0;0,51;0;0,017;0;0,008;0,013;0,042;0;0;0;0;0,453;0,008;0;0;0,008;0;0,1;0;0;0;0,012;0;0,017;0;0,025
31749.5337284695;0;0;0,007;0,043;0,1;0;0;0;0,029;0;0,022;0;0,51;0;0;0;0;0;0;0,38;0;0,007;0;0,014;0,065;0,204;0;0,007;0;0;0,508;0;0;0,036;0;0;0,029;0;0;0;0,007;0;0;0;0,036
31804.283843234;0;0;0,009;0,1;0,192;0;0;0;0,046;0;0;0;0,531;0;0;0;0;0,018;0;0,174;0;0;0;0,009;0,018;0,215;0,018;0;0;0;0,521;0;0,009;0,009;0;0;0,055;0;0;0;0,008;0;0;0,018;0,046
31859.0339579985;0;0;0;0,03;0,097;0;0;0;0,082;0,007;0,022;0;0,51;0;0;0;0;0,007;0;0,27;0;0;0;0,007;0,086;0,21;0;0,022;0;0;0,431;0;0,007;0,015;0;0;0,015;0;0;0;0,008;0;0;0;0,03
31913.784072763;0;0;0;0,044;0,142;0;0;0;0,033;0;0,011;0;0,527;0;0;0;0;0,044;0;0,284;0;0;0;0,011;0,016;0,208;0,011;0,011;0;0;0,539;0;0;0,011;0;0;0,109;0;0;0;0,003;0;0,011;0,011;0,011
31968.5341875276;0;0;0;0,094;0,225;0;0;0;0,009;0;0,019;0;0,51;0;0;0;0;0,028;0;0,216;0;0,019;0;0,028;0,028;0,211;0;0;0;0;0,564;0;0,019;0,009;0;0;0,056;0;0;0;0,008;0;0;0;0,038
32132.784531821;0;0;0;0,009;0,206;0;0,009;0;0,028;0;0,009;0,019;0,531;0;0;0;0;0,009;0;0,215;0;0,009;0;0,009;0,112;0,187;0;0;0;0;0,457;0;0;0;0;0;0,047;0;0;0;0,012;0;0,009;0,009;0,028
32242.28476135;0;0;0;0,124;0,219;0;0;0;0,01;0;0,019;0;0,478;0;0;0;0;0,029;0;0,229;0;0;0;0,01;0,038;0,105;0;0,019;0;0;0,531;0;0;0,029;0;0;0,076;0;0;0;0,012;0,01;0;0,019;0,029
32297.0348761146;0;0;0;0,075;0,113;0;0;0;0,028;0;0;0,009;0,484;0;0;0;0;0,009;0;0,394;0;0;0;0;0,038;0,202;0,009;0;0;0;0,492;0;0,009;0;0;0;0,056;0;0;0;0,003;0;0;0;0
32351.784990879;0;0;0;0,05;0,151;0;0;0;0,03;0;0,01;0;0,509;0;0;0;0;0;0;0,452;0;0,01;0;0,01;0,06;0,085;0;0;0;0;0,513;0,01;0;0;0,01;0;0,04;0;0;0,01;0,016;0;0,01;0,03;0,03
32406.5351056436;0;0;0;0,085;0,108;0;0;0;0,015;0;0,015;0;0,559;0;0;0;0;0,023;0;0,386;0;0,015;0;0,015;0,027;0,154;0;0;0;0;0,507;0;0;0,015;0;0;0,062;0;0;0;0,009;0;0,015;0,008;0,023
32461.285220408;0;0;0;0,097;0,155;0;0;0;0,029;0;0,01;0;0,504;0;0;0;0;0,01;0;0,251;0;0;0;0;0,072;0,184;0,01;0;0;0;0,541;0;0,01;0,019;0;0;0,058;0;0;0;0,012;0;0;0;0,039
32516.0353351725;0;0;0;0,067;0,157;0;0;0;0,052;0;0;0,015;0,447;0;0;0;0;0,022;0;0,36;0;0,007;0;0,007;0,052;0,086;0,007;0;0;0;0,397;0,007;0,015;0,007;0;0;0,045;0;0;0;0,006;0;0,007;0;0,045
32570.785449937;0;0;0;0,08;0,109;0;0;0;0,03;0;0;0,01;0,617;0;0;0;0;0,04;0;0,358;0;0;0;0,01;0,035;0,159;0,01;0;0,01;0;0,599;0,01;0;0;0;0;0,05;0;0;0;0,01;0;0,01;0;0,02
32680.285679466;0;0;0;0,093;0,149;0;0;0;0,028;0;0,009;0;0,562;0;0;0;0;0,019;0;0,233;0;0,028;0;0,009;0,023;0,149;0,009;0,009;0;0;0,564;0;0;0,037;0,009;0;0,093;0;0;0;0,013;0;0,009;0,028;0,009
32735.0357942305;0,01;0;0,007;0,085;0,196;0;0;0;0,118;0;0,02;0,007;0,416;0;0,007;0;0;0,02;0;0,092;0;0,033;0;0,007;0,023;0,124;0;0,007;0;0;0,39;0;0;0,033;0,007;0;0,02;0;0;0;0,014;0,026;0,007;0,026;0,039
32789.785908995;0;0;0;0,069;0,079;0;0,01;0;0,039;0;0,02;0;0,587;0;0;0;0;0,01;0;0,404;0;0,01;0;0;0,094;0,177;0,01;0;0;0;0,657;0;0,01;0;0;0;0,039;0;0;0;0,005;0;0;0;0,02
33008.786368053;0;0;0;0,061;0,25;0;0;0;0,068;0;0,008;0;0,482;0;0;0;0;0,008;0;0,212;0;0;0;0;0,083;0,159;0,015;0;0;0;0,436;0;0;0,015;0;0;0,045;0;0;0;0,011;0;0,008;0,023;0,008
33063.5364828176;0;0;0;0,069;0,206;0;0;0;0,031;0,008;0;0,008;0,407;0;0;0;0;0,031;0;0,26;0;0;0;0,015;0,061;0,183;0;0;0;0;0,524;0;0;0;0;0;0,076;0;0;0;0,008;0;0;0,015;0,015
33118.2865975821;0;0;0;0,066;0,197;0;0;0;0,033;0;0,016;0,016;0,492;0;0;0;0;0,016;0;0,254;0;0,016;0;0,008;0,074;0,148;0;0,008;0;0;0,448;0;0;0,033;0;0;0,033;0;0;0;0,006;0;0,008;0,016;0,033
33008.786368053;0;0;0;0,046;0,161;0;0;0;0,015;0;0;0,038;0,389;0;0;0;0;0;0;0,375;0;0,008;0;0;0,054;0,096;0,015;0;0;0;0,466;0,023;0,008;0,008;0;0;0,092;0;0;0;0,015;0;0,023;0,008;0,015
33118.2865975821;0;0;0;0,094;0,085;0;0;0;0,066;0;0,019;0;0,543;0;0;0;0;0,009;0;0,189;0;0,038;0;0,019;0,028;0,179;0,019;0,009;0;0;0,488;0;0,009;0,019;0,009;0;0,085;0;0;0;0,009;0;0,019;0,009;0,038
33173.0367123465;0;0;0,008;0,041;0,124;0;0;0;0,008;0;0,017;0;0,554;0;0;0;0;0,033;0;0,364;0;0,008;0;0,033;0,045;0,128;0,017;0;0;0;0,549;0;0;0,025;0;0;0,066;0;0;0;0,007;0,008;0,008;0;0,033
33227.786827111;0,009;0;0;0,056;0,112;0;0;0;0,019;0;0;0;0,508;0;0;0;0;0,019;0;0,391;0;0,009;0;0,019;0,056;0,172;0,009;0;0;0;0,494;0;0;0;0;0;0,056;0;0;0;0,003;0,009;0,009;0,009;0,009
33282.5369418756;0;0;0;0,063;0,154;0;0,014;0;0,028;0,007;0;0,007;0,482;0;0;0;0;0,021;0;0,224;0;0,014;0;0,007;0,098;0,217;0;0,014;0;0;0,489;0;0;0;0;0;0,056;0;0;0;0,002;0;0,007;0;0,014
33337.28705664;0;0;0;0,081;0,163;0;0;0;0,018;0;0,018;0;0,485;0;0;0;0;0,018;0;0,353;0;0,009;0;0,009;0,023;0,154;0,009;0;0;0;0,478;0;0;0,027;0;0;0,036;0;0;0;0,009;0;0;0,009;0,063
33392.0371714045;0;0;0;0,107;0,246;0;0;0;0,033;0;0,033;0;0,514;0;0;0;0;0,016;0;0,148;0;0,016;0;0;0,07;0,102;0,008;0,016;0;0;0,45;0;0;0,008;0;0;0,066;0,008;0;0;0,008;0;0,008;0,025;0,041
33446.787286169;0;0;0;0,02;0,198;0;0;0;0,089;0;0,03;0,01;0,541;0;0;0;0;0;0;0,327;0;0,02;0;0,01;0,064;0,153;0;0;0;0;0,545;0;0;0;0;0;0;0;0,01;0;0,003;0;0;0;0,01
33556.287515698;0;0;0;0,126;0,165;0;0,008;0;0,031;0,008;0;0;0,5;0;0;0;0;0,008;0;0,276;0;0;0;0,016;0,016;0,087;0;0,008;0;0;0,533;0;0,016;0;0,008;0;0,102;0;0;0;0,01;0;0,008;0,024;0,031
33611.0376304626;0;0;0,008;0,063;0,134;0;0;0;0,024;0;0,008;0;0,505;0;0;0;0;0,024;0;0,213;0;0,024;0;0;0,103;0,233;0,008;0;0;0;0,48;0;0;0,024;0;0;0,016;0;0;0;0,005;0;0,008;0,024;0,032
33665.787745227;0;0;0;0,036;0,126;0;0;0,009;0,018;0;0,009;0,018;0,437;0;0,009;0;0;0;0;0,459;0;0,009;0;0,009;0,036;0,117;0;0;0;0;0,513;0,009;0;0,009;0;0;0,054;0;0;0;0,019;0;0,027;0;0,045
33720.5378599915;0;0;0,009;0,056;0,194;0;0,009;0;0,046;0;0,019;0;0,528;0;0;0;0;0,019;0;0,213;0;0,019;0;0,019;0,102;0,157;0,009;0,009;0;0;0,53;0;0;0,019;0;0;0,028;0;0;0;0,006;0,009;0;0,009;0,037
33775.287974756;0;0;0;0,039;0,148;0;0;0;0,049;0,01;0,01;0,01;0,525;0,01;0;0;0;0,02;0;0,217;0;0,03;0;0,02;0,054;0,167;0;0,01;0;0;0,478;0;0;0,03;0,01;0;0,059;0;0;0;0,013;0;0,01;0,02;0,049
33830.0380895206;0;0;0,009;0,179;0,098;0;0;0;0,009;0;0,018;0;0,349;0;0;0;0;0,018;0;0,304;0;0,045;0;0,009;0,022;0,058;0;0;0;0;0,778;0;0;0,036;0;0;0,089;0,009;0;0,009;0,005;0;0,018;0;0,027
34103.7886633431;0;0;0,009;0,137;0,137;0;0;0;0;0;0,009;0;0,376;0;0;0;0;0,018;0;0,274;0;0,064;0;0,009;0;0,059;0;0;0;0;0,717;0;0,018;0,027;0;0;0,091;0;0;0;0,007;0,009;0,009;0,009;0,009
34158.5387781075;0;0;0;0,165;0,077;0;0;0;0,011;0;0,033;0;0,393;0,011;0;0;0;0,011;0;0,33;0;0,044;0;0,011;0,016;0,093;0,022;0;0;0;0,761;0;0;0,033;0;0;0,077;0;0;0;0,009;0;0;0,011;0
34213.288892872;0;0;0;0,17;0,085;0;0;0;0;0;0,043;0;0,4;0,014;0;0;0;0;0;0,326;0;0,057;0;0,014;0,014;0,078;0,028;0;0;0;0,749;0;0;0,043;0;0;0,057;0;0;0;0,012;0;0;0,014;0
34268.0390076366;0;0;0;0,201;0,096;0;0;0;0,009;0;0,026;0;0,437;0,009;0;0;0;0;0;0,227;0;0,087;0;0;0,022;0,07;0,009;0,009;0;0;0,776;0;0;0,026;0;0;0,087;0;0;0;0,007;0;0;0,009;0,026
34158.5387781075;0;0;0,01;0,082;0,154;0;0;0;0,021;0;0,01;0;0,571;0;0;0;0;0,01;0;0,318;0;0,041;0;0,01;0,026;0,082;0,01;0;0;0;0,766;0;0,021;0,021;0;0;0,103;0;0;0;0,007;0;0;0,01;0,021
34432.28935193;0;0;0;0,185;0,081;0;0;0;0,046;0;0,058;0;0,38;0;0;0;0;0,012;0;0,197;0;0,081;0;0;0,023;0,052;0;0,012;0;0;0,743;0;0,012;0;0;0;0,127;0;0;0;0,013;0;0;0,012;0,023
34487.0394666946;0;0;0;0,193;0,091;0;0;0;0;0;0,023;0,011;0,296;0;0;0;0;0,011;0;0,273;0;0,045;0;0;0,028;0,074;0;0;0;0;0,698;0;0;0,011;0;0;0,125;0;0;0;0,015;0;0,023;0,011;0,034
34541.789581459;0;0;0;0,168;0,042;0;0;0;0,031;0;0,021;0;0,251;0;0;0;0;0,01;0;0,168;0;0,115;0;0;0,094;0,12;0;0,01;0;0;0,72;0;0,01;0;0;0;0;0;0;0;0,005;0;0,01;0,01;0,042
34432.28935193;0;0;0;0,118;0,109;0;0;0;0,018;0;0;0,009;0,299;0;0;0;0;0;0;0,418;0;0,036;0;0,009;0;0,045;0,009;0,018;0;0;0,565;0;0;0,027;0;0;0,1;0;0;0;0,026;0;0,009;0,018;0,018
34706.0399257525;0;0;0;0,182;0,05;0;0,008;0;0,058;0;0,041;0;0,234;0;0;0;0;0,008;0;0,281;0;0,099;0;0,008;0,033;0,091;0;0;0;0;0,59;0;0;0,033;0;0;0,025;0;0;0;0,009;0;0;0;0,008
34760.790040517;0;0;0;0,237;0,079;0;0;0;0,053;0;0,013;0,013;0,377;0;0;0;0;0,013;0;0,289;0;0,053;0;0,013;0;0,066;0,013;0;0;0;0,801;0;0;0,013;0;0;0,039;0;0;0;0;0;0,013;0,013;0,026
34815.5401552816;0;0;0;0,266;0,046;0;0;0;0,023;0;0,023;0,012;0,384;0;0;0;0;0;0;0,092;0;0,081;0;0;0,04;0,092;0,012;0,012;0;0,012;0,79;0;0,023;0,012;0;0;0,116;0;0,012;0;0,009;0;0;0,035;0
34706.0399257525;0;0;0;0,1;0,12;0;0;0;0;0;0,02;0;0,355;0;0;0;0;0,01;0;0,46;0;0,05;0;0;0,02;0,1;0;0;0;0;0,738;0;0;0,01;0;0;0,04;0;0;0;0,002;0;0,02;0;0,01
34760.790040517;0;0;0,005;0,177;0,226;0;0;0;0,022;0;0,005;0,011;0,287;0,005;0,005;0;0;0,011;0;0,183;0;0,043;0;0;0,019;0,056;0,016;0;0;0;0,699;0;0,005;0,032;0;0;0,07;0;0;0;0,006;0,005;0,005;0,011;0,022
34815.5401552816;0;0;0,01;0,153;0,105;0;0;0;0;0;0,029;0,01;0,369;0;0;0;0;0;0;0,268;0;0,124;0;0;0,038;0,033;0,01;0,01;0;0;0,781;0;0;0,048;0;0;0,077;0;0;0;0,007;0;0;0;0,019
34870.290270046;0;0;0;0,167;0,078;0;0;0;0,059;0;0,039;0,01;0,282;0,01;0;0;0;0;0;0,186;0;0,069;0;0;0,054;0,083;0;0;0;0;0,708;0;0;0,01;0;0;0,108;0;0;0;0,008;0;0;0,02;0,029
34925.0403848105;0;0;0;0,112;0,089;0;0;0;0,011;0;0,034;0;0,417;0;0;0;0;0,056;0;0,346;0;0,078;0;0;0,039;0,056;0,011;0,011;0;0;0,795;0;0;0,011;0;0;0,056;0;0;0,011;0,006;0;0;0;0,022
34979.790499575;0;0;0;0,229;0,042;0;0;0;0;0;0,042;0;0,333;0;0;0;0;0,017;0;0,237;0;0,068;0;0;0,03;0,081;0;0,008;0;0;0,803;0;0,008;0,025;0;0;0,136;0;0;0;0,005;0;0,017;0;0,017
35034.5406143396;0,012;0;0;0,19;0,024;0;0;0;0,016;0;0,008;0;0,303;0;0;0;0;0;0;0,158;0;0,087;0;0,008;0,047;0,213;0,008;0;0;0;0,803;0;0,008;0,016;0;0;0,111;0;0;0;0,006;0,024;0,016;0,008;0,008
35089.290729104;0;0;0;0,192;0,023;0;0;0;0,045;0;0,056;0,011;0,37;0;0;0;0;0,023;0;0,158;0;0,158;0;0;0,051;0,09;0,011;0,011;0;0;0,826;0;0;0,023;0;0;0,068;0;0;0;0,005;0;0,011;0;0,011
